RoundNumber,NegotiationTime,Agent1Utility,Agent2Utility,NumIterations,Agent1Items,Agent2Items,Items,InitialProposal,Agent1UsesOpenAI,Agent2UsesOpenAI,Agent1Model,Agent2Model,Agent1Type,Agent2Type,DNF
NumTasks,4
Agent1Model,deepseek-r1:70b
Agent2Model,llama3.3:70b-instruct-q4_K_M
1,0:02:31,1.8,1.8,4,"[Puzzle (0.9, 0.5), Painting (0.9, 0.2)]","[Chess (0.2, 0.9), Piano (0.3, 0.9)]","[Chess (0.2, 0.9), Puzzle (0.9, 0.5), Piano (0.3, 0.9), Painting (0.9, 0.2)]",,False,False,deepseek-r1:70b,llama3.3:70b-instruct-q4_K_M,default,default
2,0:12:35,1.2,0.6,14,"[Piano (1.0, 0.9), Painting (0.2, 0.9)]","[Chess (0.2, 0.1), Puzzle (0.0, 0.5)]","[Chess (0.2, 0.1), Puzzle (0.0, 0.5), Piano (1.0, 0.9), Painting (0.2, 0.9)]",,False,False,deepseek-r1:70b,llama3.3:70b-instruct-q4_K_M,default,default
3,0:13:10,2.6,0.7,16,"[Chess (0.8, 0.5), Puzzle (0.9, 0.7), Painting (0.9, 0.5)]","[Piano (0.2, 0.7)]","[Chess (0.8, 0.5), Puzzle (0.9, 0.7), Piano (0.2, 0.7), Painting (0.9, 0.5)]",,False,False,deepseek-r1:70b,llama3.3:70b-instruct-q4_K_M,default,default
4,0:08:03,0.4,2.4000000000000004,7,"[Painting (0.4, 0.4)]","[Chess (0.0, 0.7), Puzzle (0.5, 0.9), Piano (0.0, 0.8)]","[Chess (0.0, 0.7), Puzzle (0.5, 0.9), Piano (0.0, 0.8), Painting (0.4, 0.4)]",,False,False,deepseek-r1:70b,llama3.3:70b-instruct-q4_K_M,default,default
5,0:02:01,1.7000000000000002,0.7,4,"[Chess (0.8, 0.3), Puzzle (0.9, 0.2)]","[Piano (0.6, 0.2), Painting (0.6, 0.5)]","[Chess (0.8, 0.3), Puzzle (0.9, 0.2), Piano (0.6, 0.2), Painting (0.6, 0.5)]",,False,False,deepseek-r1:70b,llama3.3:70b-instruct-q4_K_M,default,default
6,0:04:55,0.8999999999999999,0.5,7,"[Chess (0.3, 0.6), Piano (0.6, 0.6)]","[Puzzle (0.0, 0.5), Painting (0.4, 0.0)]","[Chess (0.3, 0.6), Puzzle (0.0, 0.5), Piano (0.6, 0.6), Painting (0.4, 0.0)]",,False,False,deepseek-r1:70b,llama3.3:70b-instruct-q4_K_M,default,default
7,0:05:30,1.8,1.3,9,"[Puzzle (0.8, 0.8), Painting (1.0, 0.8)]","[Chess (0.4, 0.8), Piano (0.4, 0.5)]","[Chess (0.4, 0.8), Puzzle (0.8, 0.8), Piano (0.4, 0.5), Painting (1.0, 0.8)]",,False,False,deepseek-r1:70b,llama3.3:70b-instruct-q4_K_M,default,default
8,0:03:46,1.8,0.7999999999999999,6,"[Chess (0.9, 0.1), Painting (0.9, 1.0)]","[Piano (0.5, 0.7), Puzzle (0.2, 0.1)]","[Chess (0.9, 0.1), Puzzle (0.2, 0.1), Piano (0.5, 0.7), Painting (0.9, 1.0)]",,False,False,deepseek-r1:70b,llama3.3:70b-instruct-q4_K_M,default,default
9,0:02:35,0.9,1.2999999999999998,5,"[Chess (0.9, 0.5)]","[Puzzle (0.4, 0.1), Piano (0.2, 0.6), Painting (0.0, 0.6)]","[Chess (0.9, 0.5), Puzzle (0.4, 0.1), Piano (0.2, 0.6), Painting (0.0, 0.6)]",,False,False,deepseek-r1:70b,llama3.3:70b-instruct-q4_K_M,default,default
10,0:03:28,1.8,1.6,6,"[Chess (0.9, 0.1), Puzzle (0.9, 0.4)]","[Piano (0.3, 0.8), Painting (0.2, 0.8)]","[Chess (0.9, 0.1), Puzzle (0.9, 0.4), Piano (0.3, 0.8), Painting (0.2, 0.8)]",,False,False,deepseek-r1:70b,llama3.3:70b-instruct-q4_K_M,default,default
11,0:03:40,0.5,1.4,6,"[Piano (0.5, 0.6)]","[Chess (0.0, 0.6), Puzzle (0.2, 0.7), Painting (0.4, 0.1)]","[Chess (0.0, 0.6), Puzzle (0.2, 0.7), Piano (0.5, 0.6), Painting (0.4, 0.1)]",,False,False,deepseek-r1:70b,llama3.3:70b-instruct-q4_K_M,default,default
